ID,Type,M6_Raw,SemanticType,Status,Category,AuditNote,RuleID
doc_chuong-iii_muc-4_dieu-44_khoan-1_p34692#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-1_p34692#OBJECT#1,LocalMention,Nhà ở gắn liền với quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Nhà ở gắn liền với quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-1_p34692#OBJECT#2,LocalMention,Quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-2_p34926#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-a_p35046#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-b_p35116#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-b_p35116#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-b_p35116#OBJECT#1,LocalMention,Giấy chứng nhận quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-b_p35116#OBJECT#2,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-c_p35701#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-c_p35701#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-c_p35701#OBJECT#1,LocalMention,Quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-d_p35809#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-d_p35809#ACTION#1,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-4_dieu-44_khoan-2_diem-d_p35809#OBJECT#1,LocalMention,Nhà ở gắn liền với quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Nhà ở gắn liền với quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-3_p35912#OBJECT#1,LocalMention,"Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-3_p35912#ACTION#1,LocalMention,Chuyển nhượng quyền sử dụng đất thừa kế,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng quyền sử dụng đất thừa kế' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-4_dieu-44_khoan-3_diem-a_p36407#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-4_dieu-44_khoan-3_diem-a_p36407#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-3_diem-b_p36548#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-4_p37072#SUBJECT#1,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-4_dieu-44_khoan-4_p37072#OBJECT#2,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-4_dieu-44_khoan-4_p37072#OBJECT#3,LocalMention,"Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_p38579#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-1_p38579#ACTION#2,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-5_dieu-45_khoan-1_p38579#ACTION#7,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-5_dieu-45_khoan-1_p38579#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-a_p38784#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-a_p38784#OBJECT#1,LocalMention,Giấy chứng nhận quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-a_p38784#OBJECT#2,LocalMention,Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-a_p38784#OBJECT#3,LocalMention,"Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-a_p38784#OBJECT#4,LocalMention,"Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất, quyền sở hữu tài sản gắn liền với đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-b_p39292#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-b_p39292#ACTION#2,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-b_p39292#ACTION#7,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-b_p39292#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-c_p39485#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-c_p39485#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-d_p39615#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-d_p39643#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-1_diem-d_p39643#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-2_p39738#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-5_dieu-45_khoan-2_p39738#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-3_p39986#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-3_p39986#ACTION#2,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-5_dieu-45_khoan-3_p39986#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-3_p39986#ACTION#7,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-a_p40271#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-b_p40472#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-c_p40594#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-c_p40594#OBJECT#1,LocalMention,quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-3_diem-c_p40594#SUBJECT#2,LocalMention,cá nhân là người dân tộc thiểu số,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S01] Auto-corrected: 'cá nhân là người dân tộc thiểu số' → subtype=EthnicMinorityIndividual, concept=LO2024.SUBJECT.ETHNIC_MINORITY_INDIVIDUAL",RULE_MAP_S01
doc_chuong-iii_muc-5_dieu-45_khoan-4_p40816#OBJECT#1,LocalMention,Giấy chứng nhận quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-4_p40816#OBJECT#2,LocalMention,Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sở hữu nhà ở và quyền sử dụng đất ở' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-5_dieu-45_khoan-4_p40816#OBJECT#3,LocalMention,"Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
