ID,Type,M6_Raw,SemanticType,Status,Category,AuditNote,RuleID
doc_chuong-iii_muc-1_dieu-31_khoan-2_p9703#ACTION#1,LocalMention,Kê khai đăng ký đất đai,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A05] Auto-corrected: 'Kê khai đăng ký đất đai' → subtype=LandRegistrationAction, concept=LO2024.ACTION.LAND_REGISTRATION",RULE_MAP_A05
doc_chuong-iii_muc-1_dieu-31_khoan-2_p9703#ACTION#4,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-1_dieu-31_khoan-2_p9703#ACTION#9,LocalMention,Thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-1_dieu-31_khoan-2_p9703#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-1_dieu-31_khoan-3_p9925#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-31_khoan-4_p9994#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-31_khoan-5_p10115#SUBJECT#1,LocalMention,Người sử dụng đất,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S07] Auto-corrected: 'Người sử dụng đất' → subtype=Individual, concept=LO2024.SUBJECT.LAND_USER",RULE_MAP_S07
doc_chuong-iii_muc-1_dieu-31_khoan-7_p10310#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-32_khoan-1_p10650#SUBJECT#1,LocalMention,"Tổ chức trong nước, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-32_khoan-1_p10650#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-32_khoan-2_p10839#SUBJECT#1,LocalMention,"Tổ chức trong nước, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-32_khoan-2_p10839#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-32_khoan-2_p10839#OBJECT#1,LocalMention,"Quyền chuyển đổi, chuyển nhượng, tặng cho, cho thuê quyền sử dụng đất, thế chấp, góp vốn bằng quyền sử dụng đất",LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền chuyển đổi, chuyển nhượng, tặng cho, cho thuê quyền sử dụng đất, thế chấp, góp vốn bằng quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-33_khoan-1_p11236#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_p11236#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-a_p11392#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-b_p11462#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-b_p11462#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-b_p11462#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-c_p11543#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-c_p11543#OBJECT#2,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-d_p11859#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-d_p11859#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-d_p12187#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-d_p12187#ACTION#1,LocalMention,Thế chấp quyền sử dụng đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp quyền sử dụng đất' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-d_p12187#OBJECT#1,LocalMention,quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-e_p12391#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-e_p12391#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-e_p12391#SUBJECT#2,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-e_p12391#SUBJECT#4,LocalMention,Người gốc Việt Nam định cư ở nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S05] Auto-corrected: 'Người gốc Việt Nam định cư ở nước ngoài' → subtype=OverseasVietnamese, concept=LO2024.SUBJECT.OVERSEAS_VIETNAMESE",RULE_MAP_S05
doc_chuong-iii_muc-2_dieu-33_khoan-1_diem-e_p12391#SUBJECT#5,LocalMention,Tổ chức kinh tế có vốn đầu tư nước ngoài,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S06] Auto-corrected: 'Tổ chức kinh tế có vốn đầu tư nước ngoài' → subtype=FDIEnterprise, concept=LO2024.SUBJECT.FDI_ENTERPRISE",RULE_MAP_S06
doc_chuong-iii_muc-2_dieu-33_khoan-2_p12614#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-33_khoan-3_diem-a_p13127#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-3_diem-a_p13127#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-33_khoan-3_diem-b_p13433#SUBJECT#1,LocalMention,Tổ chức trong nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức trong nước' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-33_khoan-3_diem-b_p13433#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-a_p14396#SUBJECT#1,LocalMention,"Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-a_p14396#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-b_p14466#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-b_p14466#ACTION#1,LocalMention,Thế chấp tài sản thuộc sở hữu của mình gắn liền với đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Thế chấp tài sản thuộc sở hữu của mình gắn liền với đất' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-c_p14648#SUBJECT#1,LocalMention,"Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-c_p14648#SUBJECT#2,LocalMention,Người mua tài sản gắn liền với đất và quyền thuê trong hợp đồng thuê đất,LegalSubject,UNRESOLVED,CONFLICT,[RULE_MAP_S_AUDIT_01] Potential role conflict (UNRESOLVED): 'Người mua tài sản gắn liền với đất và quyền thuê trong hợp đồng thuê đất' được gán SUBJECT nhưng match pattern 'hợp đồng'.,RULE_MAP_S_AUDIT_01
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-d_p15135#SUBJECT#1,LocalMention,"Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-d_p15135#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-d_p15343#SUBJECT#1,LocalMention,"Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-e_p15442#SUBJECT#1,LocalMention,"Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc",LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế, tổ chức tôn giáo, tổ chức tôn giáo trực thuộc' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-34_khoan-1_diem-e_p15442#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-34_khoan-2_p15825#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-34_khoan-2_p15825#ACTION#2,LocalMention,Quyền thế chấp,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A02] Auto-corrected: 'Quyền thế chấp' → subtype=MortgageAction, concept=LO2024.ACTION.LAND_MORTGAGE",RULE_MAP_A02
doc_chuong-iii_muc-2_dieu-34_khoan-2_diem-a_p16355#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-34_khoan-2_diem-b_p16777#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-34_khoan-3_p17074#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-35_khoan-1_p17394#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-35_khoan-2_p17549#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-35_khoan-2_p17549#ACTION#1,LocalMention,Chuyển nhượng quyền sử dụng đất,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng quyền sử dụng đất' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-2_dieu-35_khoan-2_p17549#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-a_p17947#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-a_p17947#ACTION#1,LocalMention,Nhận chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Nhận chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-b_p18093#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-b_p18093#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-b_p18093#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-c_p18366#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-c_p18366#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-35_khoan-3_diem-c_p18366#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-2_dieu-35_khoan-4_diem-a_p18800#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-35_khoan-4_diem-b_p19014#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-36_khoan-1_p19302#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-36_khoan-1_diem-a_p19477#SUBJECT#1,LocalMention,Tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'Tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-36_khoan-1_diem-a_p19477#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-36_khoan-2_diem-a_p19897#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-36_khoan-2_diem-b_p20347#SUBJECT#1,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-2_dieu-36_khoan-2_diem-b_p20347#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-36_khoan-3_p20984#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-2_dieu-36_khoan-3_p20984#SUBJECT#1,LocalMention,tổ chức kinh tế,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'tổ chức kinh tế' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-2_dieu-36_khoan-3_p20984#SUBJECT#2,LocalMention,doanh nghiệp,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S08] Auto-corrected: 'doanh nghiệp' → subtype=Organization, concept=LO2024.SUBJECT.DOMESTIC_ORGANIZATION",RULE_MAP_S08
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-b_p21698#OBJECT#1,LocalMention,Quyền sử dụng đất nông nghiệp,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất nông nghiệp' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-c_p21757#ACTION#1,LocalMention,Chuyển nhượng,LegalAction,CORRECTED,CONCEPT_MAP,"[RULE_MAP_A01] Auto-corrected: 'Chuyển nhượng' → subtype=TransferAction, concept=LO2024.ACTION.LAND_TRANSFER",RULE_MAP_A01
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-c_p21757#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-d_p21866#SUBJECT#2,LocalMention,Nhà nước,LegalSubject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_S04] Auto-corrected: 'Nhà nước' → subtype=CentralAuthority, concept=LO2024.SUBJECT.STATE",RULE_MAP_S04
doc_chuong-iii_muc-3_dieu-37_khoan-1_diem-d_p21866#OBJECT#1,LocalMention,Quyền sử dụng đất,LegalObject,CORRECTED,CONCEPT_MAP,"[RULE_MAP_O01] Auto-corrected: 'Quyền sử dụng đất' → subtype=LandUseRight, concept=LO2024.OBJECT.LAND_USE_RIGHT",RULE_MAP_O01
